"";"UF";"Year";"EvapoBHReal";"InsolacaoTotal";"PrecipitacaoTotal";"PressaoMedia";"TempMaximaMedia";"TempMinimaMedia";"Safra";"Area";"ProdutAlgCar";"ProdutPluma";"ProdutCarAlg";"RendPluma";"ProducAlgCar";"ProducPluma";"ProducCarAlg"
"326";"AL";2012;60,5805866428571;233,939024390244;61,6186440677966;975,101451241379;30,4915128035714;21,2679538928571;"2012.13";0,1;320;112;208;35;0;0;0
"327";"AM";2012;127,762828180124;153,504225352113;239,515476190476;999,595325466667;32,5331676686747;23,0556909221557;"2012.13";0;0;0;0;0;0;0;0
"328";"AP";2012;111,256097916667;221,208333333333;179,441666666667;1010,81;32,4160783333333;23,7025685833333;"2012.13";0;0;0;0;0;0;0;0
"329";"BA";2012;43,9967136643836;228,840816326531;45,9481481481481;961,912432914591;30,9499601088435;19,4205304747475;"2012.13";271,4;3330;1315;2015;39,5;903,8;357;546,8
"330";"CE";2012;40,4799500923077;250,000769230769;45,3415384615385;968,617004010638;33,1904406153846;21,9431383230769;"2012.13";0,9;295;103;192;35;0,3;0,1;0,2
"331";"DF";2012;69,200034;201,870588235294;110,558333333333;890,336826166667;27,2801540833333;16,1824910416667;"2012.13";0;0;0;0;0;0;0;0
"332";"ES";2012;94,0898273333333;205,675;114,2125;1012,52957;29,620055625;21,2812995833333;"2012.13";0;0;0;0;0;0;0;0
"333";"GO";2012;79,0721673559322;212,038157894737;118,199180327869;933,243435083333;31,109833736;18,8684213416667;"2012.13";46,1;3870;1525;2345;39,4;178,4;70,3;108,1
"334";"MA";2012;78,3968663146853;213,271739130435;98,7388888888889;991,444298802083;33,9607992569444;22,8353731007752;"2012.13";16,7;3970;1568;2402;39,5;66,3;26,2;40,1
"335";"MG";2012;63,9767732044944;218,900245700246;85,2150837988827;933,989320778325;29,6506316933333;17,158010683908;"2012.13";20;3375;1316;2059;39;67,5;26,3;41,2
"336";"MS";2012;93,2144712708333;233,26;110,933333333333;965,255185911111;31,1722231296296;18,3014324545455;"2012.13";39,5;4365;1724;2641;39,5;172,4;68,1;104,3
"337";"MT";2012;95,7437568780488;204,331683168317;133,691538461538;979,593842491228;33,4879362396694;20,1416166422764;"2012.13";475,3;3915;1539;2376;39,3;1860,8;731,3;1129,5
"338";"PA";2012;107,021709263158;195,914942528736;171,313333333333;996,153924945206;32,4536760747126;22,908466575;"2012.13";0;0;0;0;0;0;0;0
"339";"PB";2012;46,5583960416667;251,133333333333;59,5305555555556;965,690192666667;31,3537085;21,1070376527778;"2012.13";0,1;300;105;195;35;0;0;0
"340";"PE";2012;34,672522787234;240,04623655914;38,246875;948,7351966;30,4742604631579;20,4698320238095;"2012.13";0,1;380;133;247;35;0;0;0
"341";"PI";2012;45,1997360536913;259,873103448276;53,637908496732;981,030780243902;34,9538041184211;21,91757255;"2012.13";11,4;3270;1275;1995;39;37,3;14,5;22,8
"342";"PR";2012;78,5667908958333;187,107142857143;132,752083333333;930,794675541177;26,6392612604167;15,4656228333333;"2012.13";0,8;2625;998;1628;38;2,1;0,8;1,3
"343";"RJ";2012;80,841712915493;188,938636363636;94,9014084507042;968,985054925926;29,3072039014084;18,7397397323944;"2012.13";0;0;0;0;0;0;0;0
"344";"RN";2012;36,1665042261905;266,720238095238;40,9619047619048;991,049166518519;33,2852327380952;22,6312101818182;"2012.13";0,07;3000;1050;1950;35;0,3;0,1;0,2
"345";"RO";2012;NA;NA;NA;NA;NA;NA;"2012.13";0;0;0;0;0;0;0;0
"346";"RR";2012;104,544058625;194,929166666667;159,945833333333;NA;33,290456375;23,9536924166667;"2012.13";0;0;0;0;0;0;0;0
"347";"RS";2012;70,8763548275862;205,386274509804;116,35;958,252348162791;24,9669857638889;14,3801713333333;"2012.13";0;0;0;0;0;0;0;0
"348";"SC";2012;77,6906250285714;180,933333333333;125,485714285714;908,144936142857;24,3464015365854;14,3364549634146;"2012.13";0;0;0;0;0;0;0;0
"349";"SE";2012;59,1175812222222;202,511111111111;59,0805555555556;995,580075466667;30,1718333333333;22,0908330555556;"2012.13";0;0;0;0;0;0;0;0
"350";"SP";2012;84,360960300885;189,454255319149;119,375;938,947964846939;27,477091965812;16,3638170720721;"2012.13";5,8;3615;1428;2187;39,5;21;8,3;12,7
"351";"TO";2012;85,8757042083333;206,36;121,752777777778;977,403951833333;33,335128828125;21,32919475;"2012.13";6;3150;1213;1937;38,5;18,9;7,3;11,6
"352";"AC";2013;119,239603444444;152,716666666667;198,672222222222;990,910589333333;31,8452333888889;21,8618343055556;"2013.14";0;0;0;0;0;0;0;0
"353";"AL";2013;82,0424165660377;226,952380952381;93,9824561403509;968,97650492;30,3908595185185;21,4935044814815;"2013.14";0,1;480;168;312;35;0;0;0
"354";"AM";2013;133,929399357576;155,02109375;239,444047619048;1000,42495047619;32,4186949636364;23,4230059879518;"2013.14";0;0;0;0;0;0;0;0
"355";"AP";2013;116,6648475;216,35;237,716666666667;1008,275;31,9829653333333;24,0295358333333;"2013.14";0;0;0;0;0;0;0;0
"356";"BA";2013;60,5523830574324;208,767808219178;77,4194444444444;961,715333942652;30,7734657263844;19,8446180032051;"2013.14";319,4;3870;1513;2357;39,1;1236,1;483,3;752,8
"357";"CE";2013;57,0826501162791;237,427131782946;64,4418604651163;967,047779910112;32,9269563178295;22,1370414341085;"2013.14";1,8;780;273;507;35;1,4;0,5;0,9
"358";"DF";2013;68,6721581666667;197,436363636364;127,420833333333;890,192353958333;27,3223826666667;16,2001000833333;"2013.14";0;0;0;0;0;0;0;0
"359";"ES";2013;88,7357788333333;185,8625;140,8125;1013,09072;29,6584741666667;21,2208552916667;"2013.14";0;0;0;0;38;0;0;0
"360";"GO";2013;80,9471354322034;196,972857142857;132,894166666667;933,26992610084;30,8531798655462;18,8048428907563;"2013.14";53,6;3930;1548;2382;39,4;210,6;83;127,7
"361";"MA";2013;90,7543682237762;216,442957746479;119,771527777778;992,815690317308;33,7768340153846;23,2400632318841;"2013.14";18,6;4140;1635;2505;39,5;77;30,4;46,6
"362";"MG";2013;71,8336175096154;197,186118251928;113,484555984556;932,385207768638;29,2774837191489;17,2512939235537;"2013.14";20,9;3469;1353;2116;39;72,5;28,3;44,2
"363";"MS";2013;92,0712770425532;206,844827586207;110,388679245283;963,305006095238;31,2742371388889;18,2243167241379;"2013.14";37,5;4275;1689;2586;39,5;160,3;63,3;97
"364";"MT";2013;94,4387263464567;189,110576923077;157,106106870229;980,164205367521;32,9523841587302;20,4892339761905;"2013.14";643,1;3960;1564;2396;39,5;2546,7;1005,9;1540,7
"365";"PA";2013;121,424820028409;194,419108280255;187,703351955307;998,918952590909;32,4152467209302;23,2517654825581;"2013.14";0;0;0;0;0;0;0;0
"366";"PB";2013;61,318420375;236,2;82,2152777777778;965,587204015873;31,2764438333333;21,5993460416667;"2013.14";0,1;660;231;429;35;0,1;0;0
"367";"PE";2013;48,8541934421053;221,405319148936;63,68125;947,509906741176;30,42202409375;21,0476846511628;"2013.14";0,3;540;189;351;35;0,2;0,1;0,1
"368";"PI";2013;65,3041194689655;246,597793103448;71,7790849673203;981,725408317073;34,6116808026316;22,2254978732394;"2013.14";12,1;4125;1629;2496;39,5;49,9;19,7;30,2
"369";"PR";2013;81,4856661979167;171,196202531646;152,6625;930,815333552941;25,7404281842105;14,9176155368421;"2013.14";0,9;2375;903;1473;38;2,1;0,8;1,3
"370";"RJ";2013;89,864472119403;155,633333333333;117,850704225352;977,075363909091;28,6493268550725;18,8527705652174;"2013.14";0;0;0;0;38;0;0;0
"371";"RN";2013;50,9189095595238;256,830120481928;65,8452380952381;989,67803645098;33,3347106666667;23,2742920595238;"2013.14";0,4;3810;1448;2362;38;1,5;0,6;0,9
"372";"RO";2013;NA;NA;NA;NA;NA;NA;"2013.14";0;0;0;0;0;0;0;0
"373";"RR";2013;113,818857130435;176,38125;166,304166666667;NA;33,3658235416667;24,1082720416667;"2013.14";0;0;0;0;0;0;0;0
"374";"RS";2013;69,7396700591133;199,356650246305;136,712962962963;960,022915825758;23,6069634398148;13,4258141162791;"2013.14";0;0;0;0;0;0;0;0
"375";"SC";2013;70,04159028125;174,82380952381;160,640476190476;916,349486150943;23,0547975;13,1754972105263;"2013.14";0;0;0;0;0;0;0;0
"376";"SE";2013;82,4346082777778;198,991666666667;90,9611111111111;996,821235823529;30,4671189166667;22,3454140277778;"2013.14";0;0;0;0;0;0;0;0
"377";"SP";2013;83,1601099166667;167,388888888889;112,339694656489;935,543860421687;27,0019416388889;15,7207411188119;"2013.14";8;3375;1333;2042;39,5;27;10,7;16,3
"378";"TO";2013;92,5482175138889;202,068333333333;153,2375;977,377495972222;33,5172189402985;21,9804751791045;"2013.14";4,8;4020;1548;2472;38,5;19,3;7,4;11,9
"379";"AC";2014;117,339275485714;142,058333333333;210;991,158709217391;31,57792925;22,1486679444444;"2014.15Prev";0;0;0;0;0;0;0;0
"380";"AL";2014;84,6866197241379;223,225925925926;100,050847457627;974,103376142857;30,1638627931034;21,145430877193;"2014.15Prev";0,1;490;172;319;35;0;0;0
"381";"AM";2014;130,9952028375;147,231578947368;221,789285714286;999,333325307692;32,4800761165644;23,5274595731707;"2014.15Prev";0;0;0;0;0;0;0;0
"382";"AP";2014;106,5672705;216,866666666667;210,708333333333;1009,33086;31,9243861666667;23,9491864166667;"2014.15Prev";0;0;0;0;0;0;0;0
"383";"BA";2014;62,414584510274;210,598545454545;65,2256965944272;962,826135819149;30,3001107346939;19,2473077711599;"2014.15Prev";281,1;4050;1584;2466;39,1;1138,5;445,1;693,3
"384";"CE";2014;53,8446871048387;231,770833333333;66,2515625;969,015330593407;32,5818800944882;21,7328653307087;"2014.15Prev";1,8;651;228;423;35;1,2;0,4;0,8
"385";"DF";2014;65,0552164166667;204,86;119,15652173913;890,59022373913;27,4527061304348;16,2316356521739;"2014.15Prev";0;0;0;0;0;0;0;0
"386";"ES";2014;88,555496625;211,833333333333;87,6166666666667;1012,75654285714;29,7170721666667;21,2805602916667;"2014.15Prev";0;0;0;0;38;0;0;0
"387";"GO";2014;78,0456513865546;207,51;119,163025210084;933,761423915254;31,2191354051724;18,7026221864407;"2014.15Prev";33,8;4034;1589;2445;39,4;136,3;53,7;82,6
"388";"MA";2014;88,5397261521739;210,823529411765;122,131944444444;992,527046489796;33,6600536216216;23,0136250735294;"2014.15Prev";21,4;3984;1574;2410;39,5;85,3;33,7;51,6
"389";"MG";2014;61,8658944780488;225,240526315789;67,8195266272189;932,694712464752;29,8950341788235;16,937123186722;"2014.15Prev";18,8;3600;1404;2196;39;67,7;26,4;41,3
"390";"MS";2014;107,569121941176;209,42380952381;124,284615384615;955,659350166667;31,6140925714286;19,280298625;"2014.15Prev";31;4200;1659;2541;39,5;130,2;51,4;78,8
"391";"MT";2014;98,1240369217391;186,694565217391;145,060504201681;980,012546029126;33,1142967142857;20,5848563391304;"2014.15Prev";562,7;3875;1531;2344;39,5;2180,5;861,3;1319,2
"392";"PA";2014;110,191525255682;201,234355828221;191,557222222222;998,171518111111;32,2942087151163;23,1765309775281;"2014.15Prev";0;0;0;0;0;0;0;0
"393";"PB";2014;68,4137025138889;230,084126984127;78,6458333333333;966,129854968254;31,116564969697;21,0019519305556;"2014.15Prev";0,3;1146;401;745;35;0,3;0,1;0,2
"394";"PE";2014;58,5165126947368;219,181720430108;75,521875;950,273654488636;29,7463794791667;20,3642839456522;"2014.15Prev";0,1;512;179;333;35;0,1;0;0
"395";"PI";2014;71,0201664335664;247,083333333333;80,1444444444444;982,121846827161;34,2540396776316;21,7633567837838;"2014.15Prev";14,3;3721;1470;2251;39,5;53,2;21;32,2
"396";"PR";2014;88,2692258125;172,708333333333;154,371875;931,275437894118;26,5277903194444;15,9813837291667;"2014.15Prev";0,9;2179;828;1351;38;2;0,7;1,2
"397";"RJ";2014;68,3321283913044;204,7;67,5042253521127;972,575092206897;29,6316291549296;18,5356021830986;"2014.15Prev";0;0;0;0;38;0;0;0
"398";"RN";2014;59,2278171309524;248,640963855422;73,3190476190476;990,003763196078;32,9840598452381;22,9098507380952;"2014.15Prev";0,5;3576;1359;2217;38;1,8;0,7;1,1
"399";"RO";2014;NA;NA;NA;NA;NA;NA;"2014.15Prev";0;0;0;0;0;0;0;0
"400";"RR";2014;80,7359783043478;195,466666666667;108,416666666667;NA;33,9601527083333;24,2697745;"2014.15Prev";0;0;0;0;0;0;0;0
"401";"RS";2014;77,8022199787234;185,222159090909;172,295212765957;956,556497172414;24,5801165;14,9467722978723;"2014.15Prev";0;0;0;0;0;0;0;0
"402";"SC";2014;82,7916022361111;169,0375;186,24875;916,399410283019;24,1612787875;14,6163704125;"2014.15Prev";0;0;0;0;0;0;0;0
"403";"SE";2014;77,7591682222222;193,655555555556;79,2083333333333;996,661789625;30,1532736666667;22,0776554722222;"2014.15Prev";0;0;0;0;0;0;0;0
"404";"SP";2014;72,6983738787879;189,422988505747;83,264347826087;936,836809621212;28,14630953125;16,4319417021277;"2014.15Prev";3,5;3395;1341;2054;39,5;11,9;4,7;7,2
"405";"TO";2014;94,4796700277778;205,876666666667;142,473611111111;977,876914402778;33,18605278125;21,6998819722222;"2014.15Prev";6,6;3895;1500;2395;38,5;25,7;9,9;15,8
"406";"AC";2015;127,688366571429;91,55;331,275;993,580815333333;30,5678024285714;22,813321;NA;NA;NA;NA;NA;NA;NA;NA;NA
"407";"AL";2015;44,1650091538462;249,592307692308;40,0428571428571;974,033617166667;32,9687804615385;22,1949206153846;NA;NA;NA;NA;NA;NA;NA;NA;NA
"408";"AM";2015;138,667753157895;115,704;281,428571428571;998,080467;31,9866782;23,4903137179487;NA;NA;NA;NA;NA;NA;NA;NA;NA
"409";"AP";2015;136,489508333333;161,466666666667;326;NA;31,3959573333333;23,457373;NA;NA;NA;NA;NA;NA;NA;NA;NA
"410";"BA";2015;73,3458038108108;228,001470588235;63,4246913580247;962,923639424657;32,042326046875;20,5107437625;NA;NA;NA;NA;NA;NA;NA;NA;NA
"411";"CE";2015;90,8538233939394;205,103333333333;123,057575757576;963,646158476191;32,5950148484849;22,2902751515152;NA;NA;NA;NA;NA;NA;NA;NA;NA
"412";"DF";2015;94,1282736666667;184,5;189,733333333333;886,975921333333;27,4003073333333;18,012865;NA;NA;NA;NA;NA;NA;NA;NA;NA
"413";"ES";2015;64,381087;250,866666666667;62,9666666666667;1012,3;33,00085;23,7389786666667;NA;NA;NA;NA;NA;NA;NA;NA;NA
"414";"GO";2015;116,610739233333;183,361111111111;201,046666666667;932,843395533333;31,0043766666667;20,2430473666667;NA;NA;NA;NA;NA;NA;NA;NA;NA
"415";"MA";2015;115,882471424242;157,1;201,662857142857;991,059160565217;32,1940439375;22,9175956666667;NA;NA;NA;NA;NA;NA;NA;NA;NA
"416";"MG";2015;99,0117068585859;211,312941176471;144,561344537815;930,872095221053;31,1703875544554;19,4684950956522;NA;NA;NA;NA;NA;NA;NA;NA;NA
"417";"MS";2015;124,144553166667;241,166666666667;187,75;950,951369833333;32,4383256666667;21,3478853333333;NA;NA;NA;NA;NA;NA;NA;NA;NA
"418";"MT";2015;135,38175337037;158,93;230,081481481481;979,285349125;32,6976353703704;21,750068;NA;NA;NA;NA;NA;NA;NA;NA;NA
"419";"PA";2015;129,705543444444;146,260975609756;291,193333333333;994,982161928571;31,4237737179487;22,8613846666667;NA;NA;NA;NA;NA;NA;NA;NA;NA
"420";"PB";2015;78,3855633333333;230,626666666667;110,077777777778;962,8774738;32,2002625;21,8888218888889;NA;NA;NA;NA;NA;NA;NA;NA;NA
"421";"PE";2015;54,186777375;233,7;68,3916666666667;949,433091681818;31,9020426086957;21,7278773333333;NA;NA;NA;NA;NA;NA;NA;NA;NA
"422";"PI";2015;106,255429516129;200,420689655172;127,267741935484;982,339227210526;33,6970573;22,1614431290323;NA;NA;NA;NA;NA;NA;NA;NA;NA
"423";"PR";2015;112,0345065;174,855555555556;233,304166666667;928,821276809524;29,3449948888889;19,08291575;NA;NA;NA;NA;NA;NA;NA;NA;NA
"424";"RJ";2015;100,092371444444;230,1;107,470588235294;972,584722;33,1195148823529;22,0265655294118;NA;NA;NA;NA;NA;NA;NA;NA;NA
"425";"RN";2015;82,0887412631579;238,752941176471;105,505;991,701024466667;33,6703205;23,7077703;NA;NA;NA;NA;NA;NA;NA;NA;NA
"426";"RR";2015;23,9430021666667;171,866666666667;23,6;NA;34,7799048333333;24,5842331666667;NA;NA;NA;NA;NA;NA;NA;NA;NA
"427";"RS";2015;108,414667904762;212,215384615385;139,797674418605;956,738834;28,740477195122;18,8679637073171;NA;NA;NA;NA;NA;NA;NA;NA;NA
"428";"SC";2015;108,015690611111;184,416666666667;190,322222222222;919,855348928571;27,5410867222222;17,6915771111111;NA;NA;NA;NA;NA;NA;NA;NA;NA
"429";"SE";2015;35,541622;233,233333333333;33,8;995,68678025;32,3224621111111;23,2133895555556;NA;NA;NA;NA;NA;NA;NA;NA;NA
"430";"SP";2015;111,488081333333;160;171,708333333333;938,6471356;29,8226528636364;19,1424613478261;NA;NA;NA;NA;NA;NA;NA;NA;NA
"431";"TO";2015;136,406268;153,113333333333;197,544444444444;977,620927611111;31,8783856666667;22,1728313888889;NA;NA;NA;NA;NA;NA;NA;NA;NA
